"from","to","sessionid","state","year","upper"
"Esther Golar","Carol Ammons","ILL16","IL","16","L"
"Barbara Currie","Carol Ammons","ILL16","IL","16","L"
"Michael Madigan","Christine Winger","ILL16","IL","16","L"
"William Davis","Christine Winger","ILL16","IL","16","L"
"Daniel Beiser","Christine Winger","ILL16","IL","16","L"
"Linda Chapa LaVia","Christine Winger","ILL16","IL","16","L"
"Silvana Tabares","Christine Winger","ILL16","IL","16","L"
"Robert Martwick","Christine Winger","ILL16","IL","16","L"
"David McSweeney","Mike Fortner","ILL16","IL","16","L"
"Luis Arroyo","Mike Fortner","ILL16","IL","16","L"
"Jack Franks","Mike Fortner","ILL16","IL","16","L"
"Michael Madigan","Raymond Poe","ILL16","IL","16","L"
"Bill Mitchell","Raymond Poe","ILL16","IL","16","L"
"Sara Feigenholtz","Raymond Poe","ILL16","IL","16","L"
"John Cavaletto","David Welter","ILL16","IL","16","L"
"Margo McDermed","David Welter","ILL16","IL","16","L"
"Thaddeus Jones","Jim Durkin","ILL16","IL","16","L"
"Rita Mayfield","Robert Rita","ILL16","IL","16","L"
"Robert Martwick","Robert Rita","ILL16","IL","16","L"
"Jeanne Ives","Dan Brady","ILL16","IL","16","L"
"Donald Moffitt","John Cavaletto","ILL16","IL","16","L"
"Thomas Bennett","John Cavaletto","ILL16","IL","16","L"
"Michael Madigan","Randy Frese","ILL16","IL","16","L"
"Avery Bourne","Randy Frese","ILL16","IL","16","L"
"Tom Demmer","Randy Frese","ILL16","IL","16","L"
"Linda Chapa LaVia","Randy Frese","ILL16","IL","16","L"
"Michael Madigan","Keith Sommer","ILL16","IL","16","L"
"Tim Butler","Keith Sommer","ILL16","IL","16","L"
"Tom Demmer","Keith Sommer","ILL16","IL","16","L"
"John Bradley","William Davis","ILL16","IL","16","L"
"Rita Mayfield","William Davis","ILL16","IL","16","L"
"Luis Arroyo","William Davis","ILL16","IL","16","L"
"Frances Hurley","William Davis","ILL16","IL","16","L"
"Avery Bourne","Kelly Burke","ILL16","IL","16","L"
"Luis Arroyo","Kelly Burke","ILL16","IL","16","L"
"Avery Bourne","Donald Moffitt","ILL16","IL","16","L"
"Margo McDermed","Donald Moffitt","ILL16","IL","16","L"
"Michael Tryon","Donald Moffitt","ILL16","IL","16","L"
"Tom Demmer","Donald Moffitt","ILL16","IL","16","L"
"David Leitch","Donald Moffitt","ILL16","IL","16","L"
"Deborah Conroy","John Bradley","ILL16","IL","16","L"
"Avery Bourne","John Bradley","ILL16","IL","16","L"
"Esther Golar","Kelly Cassidy","ILL16","IL","16","L"
"Deborah Conroy","Kelly Cassidy","ILL16","IL","16","L"
"Avery Bourne","Michael Unes","ILL16","IL","16","L"
"Tom Demmer","Michael Unes","ILL16","IL","16","L"
"Michael Madigan","Christopher Davidsmeyer","ILL16","IL","16","L"
"Thomas Bennett","Christopher Davidsmeyer","ILL16","IL","16","L"
"Martin Moylan","Christopher Davidsmeyer","ILL16","IL","16","L"
"Linda Chapa LaVia","Christopher Davidsmeyer","ILL16","IL","16","L"
"Adam Brown","Daniel Burke","ILL16","IL","16","L"
"Avery Bourne","Marcus Evans","ILL16","IL","16","L"
"Anthony DeLuca","Marcus Evans","ILL16","IL","16","L"
"Jim Durkin","Esther Golar","ILL16","IL","16","L"
"Dan Brady","Esther Golar","ILL16","IL","16","L"
"Christine Winger","Jay Hoffman","ILL16","IL","16","L"
"Bill Mitchell","Jay Hoffman","ILL16","IL","16","L"
"Ron Sandack","Jay Hoffman","ILL16","IL","16","L"
"Jack Franks","Jay Hoffman","ILL16","IL","16","L"
"Michael Madigan","Thomas Bennett","ILL16","IL","16","L"
"Bill Mitchell","Thomas Bennett","ILL16","IL","16","L"
"David Olsen","Thomas Bennett","ILL16","IL","16","L"
"Avery Bourne","Thomas Bennett","ILL16","IL","16","L"
"Joe Sosnowski","Thomas Bennett","ILL16","IL","16","L"
"Robert Pritchard","Reginald Phillips","ILL16","IL","16","L"
"Rita Mayfield","Reginald Phillips","ILL16","IL","16","L"
"Jim Durkin","Katherine Cloonen","ILL16","IL","16","L"
"Sheri Jesiel","Katherine Cloonen","ILL16","IL","16","L"
"Patricia Bellock","Katherine Cloonen","ILL16","IL","16","L"
"Mark Batinick","Fred Crespo","ILL16","IL","16","L"
"Steven Andersson","Fred Crespo","ILL16","IL","16","L"
"Rita Mayfield","Fred Crespo","ILL16","IL","16","L"
"Robert Martwick","Fred Crespo","ILL16","IL","16","L"
"Michael Madigan","Chad Hays","ILL16","IL","16","L"
"William Davis","Chad Hays","ILL16","IL","16","L"
"Tim Butler","Chad Hays","ILL16","IL","16","L"
"Christine Winger","Elaine Nekritz","ILL16","IL","16","L"
"Elgie Sims","Elaine Nekritz","ILL16","IL","16","L"
"Will Guzzardi","Elaine Nekritz","ILL16","IL","16","L"
"John D'Amico","Elaine Nekritz","ILL16","IL","16","L"
"Brian Stewart","Elaine Nekritz","ILL16","IL","16","L"
"Esther Golar","Barbara Currie","ILL16","IL","16","L"
"Thaddeus Jones","Barbara Currie","ILL16","IL","16","L"
"Michael Zalewski","Barbara Currie","ILL16","IL","16","L"
"Anthony DeLuca","Barbara Currie","ILL16","IL","16","L"
"Robert Pritchard","Barbara Currie","ILL16","IL","16","L"
"Eddie Lee Jackson","Barbara Currie","ILL16","IL","16","L"
"Jim Durkin","Thaddeus Jones","ILL16","IL","16","L"
"Tim Butler","Michael Zalewski","ILL16","IL","16","L"
"Joe Sosnowski","Michael Zalewski","ILL16","IL","16","L"
"Mark Batinick","Michael Zalewski","ILL16","IL","16","L"
"Tim Butler","Jehan Gordon","ILL16","IL","16","L"
"Tom Demmer","Jehan Gordon","ILL16","IL","16","L"
"Michael Madigan","Frank Mautino","ILL16","IL","16","L"
"Dan Brady","Frank Mautino","ILL16","IL","16","L"
"John Bradley","Frank Mautino","ILL16","IL","16","L"
"Sam Yingling","Frank Mautino","ILL16","IL","16","L"
"Arthur Turner","Frank Mautino","ILL16","IL","16","L"
"Barbara Wheeler","Elgie Sims","ILL16","IL","16","L"
"Patricia Bellock","Elgie Sims","ILL16","IL","16","L"
"Michael Madigan","Charles Meier","ILL16","IL","16","L"
"Donald Moffitt","Charles Meier","ILL16","IL","16","L"
"Bill Mitchell","Charles Meier","ILL16","IL","16","L"
"Daniel Beiser","Charles Meier","ILL16","IL","16","L"
"Thomas Morrison","Bill Mitchell","ILL16","IL","16","L"
"Patricia Bellock","Bill Mitchell","ILL16","IL","16","L"
"Michael Madigan","Adam Brown","ILL16","IL","16","L"
"Chad Hays","Adam Brown","ILL16","IL","16","L"
"Bill Mitchell","Adam Brown","ILL16","IL","16","L"
"Lou Lang","Adam Brown","ILL16","IL","16","L"
"Michael Madigan","Anna Moeller","ILL16","IL","16","L"
"Jim Durkin","Anna Moeller","ILL16","IL","16","L"
"Anthony DeLuca","Anna Moeller","ILL16","IL","16","L"
"Robert Martwick","Anna Moeller","ILL16","IL","16","L"
"Mike Fortner","Deborah Conroy","ILL16","IL","16","L"
"Robert Martwick","Deborah Conroy","ILL16","IL","16","L"
"Jim Durkin","Al Riley","ILL16","IL","16","L"
"Edward Acevedo","Al Riley","ILL16","IL","16","L"
"Dan Brady","Al Riley","ILL16","IL","16","L"
"Chad Hays","Al Riley","ILL16","IL","16","L"
"John D'Amico","Al Riley","ILL16","IL","16","L"
"John Anthony","Al Riley","ILL16","IL","16","L"
"Michael Zalewski","Kenneth Dunkin","ILL16","IL","16","L"
"Peter Breen","Kenneth Dunkin","ILL16","IL","16","L"
"Avery Bourne","Kenneth Dunkin","ILL16","IL","16","L"
"Robert Martwick","Kenneth Dunkin","ILL16","IL","16","L"
"Peter Breen","David Olsen","ILL16","IL","16","L"
"Michael Madigan","Tim Butler","ILL16","IL","16","L"
"Bill Mitchell","Tim Butler","ILL16","IL","16","L"
"Daniel Beiser","Tim Butler","ILL16","IL","16","L"
"Steven Andersson","Tim Butler","ILL16","IL","16","L"
"Jim Durkin","Sara Wojcicki Jimenez","ILL16","IL","16","L"
"Daniel Beiser","Sara Wojcicki Jimenez","ILL16","IL","16","L"
"Robert Pritchard","Peter Breen","ILL16","IL","16","L"
"Michael Madigan","Avery Bourne","ILL16","IL","16","L"
"Thomas Bennett","Avery Bourne","ILL16","IL","16","L"
"Linda Chapa LaVia","Avery Bourne","ILL16","IL","16","L"
"Christopher Davidsmeyer","Sue Scherer","ILL16","IL","16","L"
"Daniel Burke","Sue Scherer","ILL16","IL","16","L"
"Daniel Beiser","Sheri Jesiel","ILL16","IL","16","L"
"Rita Mayfield","Sheri Jesiel","ILL16","IL","16","L"
"Robyn Gabel","Sheri Jesiel","ILL16","IL","16","L"
"Robert Martwick","Michael McAuliffe","ILL16","IL","16","L"
"Reginald Phillips","Margo McDermed","ILL16","IL","16","L"
"Martin Moylan","Margo McDermed","ILL16","IL","16","L"
"David McSweeney","Margo McDermed","ILL16","IL","16","L"
"Elaine Nekritz","Joe Sosnowski","ILL16","IL","16","L"
"Robyn Gabel","Joe Sosnowski","ILL16","IL","16","L"
"Robert Martwick","Joe Sosnowski","ILL16","IL","16","L"
"Frances Hurley","Joe Sosnowski","ILL16","IL","16","L"
"Robert Rita","Jeanne Ives","ILL16","IL","16","L"
"Elaine Nekritz","Jeanne Ives","ILL16","IL","16","L"
"Kathleen Willis","Jeanne Ives","ILL16","IL","16","L"
"Brian Stewart","Jeanne Ives","ILL16","IL","16","L"
"Elaine Nekritz","Ed Sullivan","ILL16","IL","16","L"
"Sara Wojcicki Jimenez","Ed Sullivan","ILL16","IL","16","L"
"Donald Moffitt","Barbara Wheeler","ILL16","IL","16","L"
"Reginald Phillips","Barbara Wheeler","ILL16","IL","16","L"
"Sara Feigenholtz","Barbara Wheeler","ILL16","IL","16","L"
"Patricia Bellock","Barbara Wheeler","ILL16","IL","16","L"
"Christine Winger","Andre Thapedi","ILL16","IL","16","L"
"Robert Martwick","Andre Thapedi","ILL16","IL","16","L"
"Michael Madigan","Michael Tryon","ILL16","IL","16","L"
"Christine Winger","Mark Batinick","ILL16","IL","16","L"
"Barbara Currie","Mark Batinick","ILL16","IL","16","L"
"Linda Chapa LaVia","Mark Batinick","ILL16","IL","16","L"
"Laura Fine","Mark Batinick","ILL16","IL","16","L"
"Elgie Sims","Keith Wheeler","ILL16","IL","16","L"
"Lawrence Walsh","Keith Wheeler","ILL16","IL","16","L"
"Mike Fortner","Jerry Costello","ILL16","IL","16","L"
"Keith Sommer","Jerry Costello","ILL16","IL","16","L"
"Kenneth Dunkin","Jerry Costello","ILL16","IL","16","L"
"Steven Andersson","Jerry Costello","ILL16","IL","16","L"
"Patricia Bellock","Jerry Costello","ILL16","IL","16","L"
"Greg Harris","Jerry Costello","ILL16","IL","16","L"
"Anna Moeller","Andrew Skoog","ILL16","IL","16","L"
"Robert Rita","Daniel Beiser","ILL16","IL","16","L"
"Anna Moeller","Daniel Beiser","ILL16","IL","16","L"
"Joe Sosnowski","Daniel Beiser","ILL16","IL","16","L"
"Ed Sullivan","Daniel Beiser","ILL16","IL","16","L"
"Avery Bourne","Brandon Phelps","ILL16","IL","16","L"
"Scott Drury","Brandon Phelps","ILL16","IL","16","L"
"Tom Demmer","Brandon Phelps","ILL16","IL","16","L"
"Ann Williams","Sonya Harper","ILL16","IL","16","L"
"Michael Madigan","Thomas Morrison","ILL16","IL","16","L"
"Reginald Phillips","Thomas Morrison","ILL16","IL","16","L"
"Sheri Jesiel","Stephanie Kifowit","ILL16","IL","16","L"
"David McSweeney","Scott Drury","ILL16","IL","16","L"
"Barbara Currie","Ron Sandack","ILL16","IL","16","L"
"Elgie Sims","Ron Sandack","ILL16","IL","16","L"
"Luis Arroyo","Ron Sandack","ILL16","IL","16","L"
"LaShawn Ford","Ron Sandack","ILL16","IL","16","L"
"Jim Durkin","Natalie Manley","ILL16","IL","16","L"
"John Cavaletto","Natalie Manley","ILL16","IL","16","L"
"Jay Hoffman","Natalie Manley","ILL16","IL","16","L"
"Jehan Gordon","Natalie Manley","ILL16","IL","16","L"
"Charles Meier","Natalie Manley","ILL16","IL","16","L"
"Grant Wehrli","Natalie Manley","ILL16","IL","16","L"
"John Cavaletto","Michelle Mussman","ILL16","IL","16","L"
"Robyn Gabel","Michelle Mussman","ILL16","IL","16","L"
"Robert Rita","Martin Moylan","ILL16","IL","16","L"
"Daniel Burke","Martin Moylan","ILL16","IL","16","L"
"Anna Moeller","Martin Moylan","ILL16","IL","16","L"
"Tim Butler","Martin Moylan","ILL16","IL","16","L"
"Stephanie Kifowit","Martin Moylan","ILL16","IL","16","L"
"Eddie Lee Jackson","Martin Moylan","ILL16","IL","16","L"
"Michael Madigan","Dwight Kay","ILL16","IL","16","L"
"John Bradley","David Reis","ILL16","IL","16","L"
"Jay Hoffman","David Reis","ILL16","IL","16","L"
"Tom Demmer","David Reis","ILL16","IL","16","L"
"Scott Drury","David McSweeney","ILL16","IL","16","L"
"Tom Demmer","David McSweeney","ILL16","IL","16","L"
"Frances Hurley","David McSweeney","ILL16","IL","16","L"
"Christian Mitchell","David McSweeney","ILL16","IL","16","L"
"Elaine Nekritz","Anthony DeLuca","ILL16","IL","16","L"
"Michael Madigan","Tom Demmer","ILL16","IL","16","L"
"Kelly Cassidy","Tom Demmer","ILL16","IL","16","L"
"Bill Mitchell","Tom Demmer","ILL16","IL","16","L"
"Frances Hurley","Tom Demmer","ILL16","IL","16","L"
"Fred Crespo","Robert Pritchard","ILL16","IL","16","L"
"Michael Zalewski","Robert Pritchard","ILL16","IL","16","L"
"Thomas Morrison","Robert Pritchard","ILL16","IL","16","L"
"LaShawn Ford","Robert Pritchard","ILL16","IL","16","L"
"Kelly Cassidy","Linda Chapa LaVia","ILL16","IL","16","L"
"Fred Crespo","Linda Chapa LaVia","ILL16","IL","16","L"
"Joe Sosnowski","Linda Chapa LaVia","ILL16","IL","16","L"
"Andrew Skoog","Linda Chapa LaVia","ILL16","IL","16","L"
"Cynthia Soto","Linda Chapa LaVia","ILL16","IL","16","L"
"Monique Davis","Steven Andersson","ILL16","IL","16","L"
"Will Guzzardi","Steven Andersson","ILL16","IL","16","L"
"David Harris","Steven Andersson","ILL16","IL","16","L"
"Robert Martwick","Rita Mayfield","ILL16","IL","16","L"
"Kelly Cassidy","Monique Davis","ILL16","IL","16","L"
"Michael Zalewski","Monique Davis","ILL16","IL","16","L"
"Sue Scherer","Monique Davis","ILL16","IL","16","L"
"Christine Winger","Mary Flowers","ILL16","IL","16","L"
"Elaine Nekritz","Mary Flowers","ILL16","IL","16","L"
"Michael Zalewski","Mary Flowers","ILL16","IL","16","L"
"Deborah Conroy","Mary Flowers","ILL16","IL","16","L"
"Thomas Morrison","Mary Flowers","ILL16","IL","16","L"
"Patrick Verschoore","Mary Flowers","ILL16","IL","16","L"
"Michael Madigan","Terri Bryant","ILL16","IL","16","L"
"Donald Moffitt","Terri Bryant","ILL16","IL","16","L"
"Margo McDermed","Terri Bryant","ILL16","IL","16","L"
"Dwight Kay","Terri Bryant","ILL16","IL","16","L"
"Lou Lang","Terri Bryant","ILL16","IL","16","L"
"Thomas Bennett","Norine Hammond","ILL16","IL","16","L"
"Avery Bourne","Norine Hammond","ILL16","IL","16","L"
"Daniel Beiser","Norine Hammond","ILL16","IL","16","L"
"Monique Davis","Norine Hammond","ILL16","IL","16","L"
"Lou Lang","Norine Hammond","ILL16","IL","16","L"
"Jaime Andrade","Norine Hammond","ILL16","IL","16","L"
"Deborah Conroy","Silvana Tabares","ILL16","IL","16","L"
"Scott Drury","Silvana Tabares","ILL16","IL","16","L"
"Greg Harris","Silvana Tabares","ILL16","IL","16","L"
"Sue Scherer","Sara Feigenholtz","ILL16","IL","16","L"
"John Anthony","Sara Feigenholtz","ILL16","IL","16","L"
"David Leitch","Sara Feigenholtz","ILL16","IL","16","L"
"Tim Butler","Sam Yingling","ILL16","IL","16","L"
"Avery Bourne","Sam Yingling","ILL16","IL","16","L"
"Tom Demmer","Sam Yingling","ILL16","IL","16","L"
"Robert Martwick","Sam Yingling","ILL16","IL","16","L"
"Monique Davis","Robyn Gabel","ILL16","IL","16","L"
"Barbara Currie","Robert Martwick","ILL16","IL","16","L"
"Daniel Burke","Patrick Verschoore","ILL16","IL","16","L"
"Brian Stewart","Patrick Verschoore","ILL16","IL","16","L"
"Donald Moffitt","Patricia Bellock","ILL16","IL","16","L"
"Esther Golar","Patricia Bellock","ILL16","IL","16","L"
"Thaddeus Jones","Patricia Bellock","ILL16","IL","16","L"
"Kathleen Willis","Pamela Reaves-Harris","ILL16","IL","16","L"
"Robert Martwick","Luis Arroyo","ILL16","IL","16","L"
"Jim Durkin","Lou Lang","ILL16","IL","16","L"
"Fred Crespo","Lou Lang","ILL16","IL","16","L"
"David Harris","Lou Lang","ILL16","IL","16","L"
"Robert Rita","Litesa Wallace","ILL16","IL","16","L"
"Dan Brady","Litesa Wallace","ILL16","IL","16","L"
"Kenneth Dunkin","Litesa Wallace","ILL16","IL","16","L"
"Monique Davis","Litesa Wallace","ILL16","IL","16","L"
"Robert Martwick","Litesa Wallace","ILL16","IL","16","L"
"Emily McAsey","Litesa Wallace","ILL16","IL","16","L"
"John Bradley","Lawrence Walsh","ILL16","IL","16","L"
"Daniel Burke","Lawrence Walsh","ILL16","IL","16","L"
"Mike Smiddy","Lawrence Walsh","ILL16","IL","16","L"
"Mark Batinick","Lawrence Walsh","ILL16","IL","16","L"
"Linda Chapa LaVia","Lawrence Walsh","ILL16","IL","16","L"
"Emily McAsey","Lawrence Walsh","ILL16","IL","16","L"
"Kelly Burke","Laura Fine","ILL16","IL","16","L"
"Scott Drury","Laura Fine","ILL16","IL","16","L"
"Ron Sandack","Laura Fine","ILL16","IL","16","L"
"Luis Arroyo","Laura Fine","ILL16","IL","16","L"
"Michael Zalewski","LaShawn Ford","ILL16","IL","16","L"
"Peter Breen","LaShawn Ford","ILL16","IL","16","L"
"John Cabello","LaShawn Ford","ILL16","IL","16","L"
"Jay Hoffman","Kathleen Willis","ILL16","IL","16","L"
"Barbara Currie","Kathleen Willis","ILL16","IL","16","L"
"Scott Drury","Kathleen Willis","ILL16","IL","16","L"
"Ron Sandack","Kathleen Willis","ILL16","IL","16","L"
"Anna Moeller","John D'Amico","ILL16","IL","16","L"
"Brian Stewart","John D'Amico","ILL16","IL","16","L"
"Christine Winger","John Cabello","ILL16","IL","16","L"
"Robert Rita","John Cabello","ILL16","IL","16","L"
"Elgie Sims","John Cabello","ILL16","IL","16","L"
"Tom Demmer","John Cabello","ILL16","IL","16","L"
"Norine Hammond","John Cabello","ILL16","IL","16","L"
"Jehan Gordon","John Anthony","ILL16","IL","16","L"
"Bill Mitchell","John Anthony","ILL16","IL","16","L"
"Kenneth Dunkin","John Anthony","ILL16","IL","16","L"
"Joe Sosnowski","John Anthony","ILL16","IL","16","L"
"Deborah Conroy","Jaime Andrade","ILL16","IL","16","L"
"Tim Butler","Jaime Andrade","ILL16","IL","16","L"
"Michelle Mussman","Jaime Andrade","ILL16","IL","16","L"
"Fred Crespo","Jack Franks","ILL16","IL","16","L"
"Joe Sosnowski","Jack Franks","ILL16","IL","16","L"
"Frances Hurley","Jack Franks","ILL16","IL","16","L"
"Mark Batinick","Greg Harris","ILL16","IL","16","L"
"Brandon Phelps","Greg Harris","ILL16","IL","16","L"
"Jehan Gordon","Grant Wehrli","ILL16","IL","16","L"
"Emily McAsey","Grant Wehrli","ILL16","IL","16","L"
"Jim Durkin","Frances Hurley","ILL16","IL","16","L"
"Mike Fortner","Emily McAsey","ILL16","IL","16","L"
"Deborah Conroy","Emanuel Welch","ILL16","IL","16","L"
"Jim Durkin","Elizabeth Hernandez","ILL16","IL","16","L"
"Sue Scherer","Elizabeth Hernandez","ILL16","IL","16","L"
"Michelle Mussman","Elizabeth Hernandez","ILL16","IL","16","L"
"Litesa Wallace","Elizabeth Hernandez","ILL16","IL","16","L"
"Michael Madigan","David Leitch","ILL16","IL","16","L"
"Kelly Cassidy","David Leitch","ILL16","IL","16","L"
"Tom Demmer","David Leitch","ILL16","IL","16","L"
"Sue Scherer","David Harris","ILL16","IL","16","L"
"Steven Andersson","David Harris","ILL16","IL","16","L"
"Frank Mautino","Cynthia Soto","ILL16","IL","16","L"
"Robert Martwick","Cynthia Soto","ILL16","IL","16","L"
"Robert Martwick","Christian Mitchell","ILL16","IL","16","L"
"Donald Moffitt","Carol Ammons","ILL16","IL","16","L"
"Joe Sosnowski","Carol Ammons","ILL16","IL","16","L"
"Lou Lang","Carol Ammons","ILL16","IL","16","L"
"Avery Bourne","Brian Stewart","ILL16","IL","16","L"
"Margo McDermed","Brian Stewart","ILL16","IL","16","L"
"Linda Chapa LaVia","Brian Stewart","ILL16","IL","16","L"
"Greg Harris","Arthur Turner","ILL16","IL","16","L"
"Will Guzzardi","Ann Williams","ILL16","IL","16","L"
"Kathleen Willis","Ann Williams","ILL16","IL","16","L"
"Frances Hurley","Ann Williams","ILL16","IL","16","L"
"Mark Batinick","Nicholas Sauer","ILL16","IL","16","L"
"Dan Brady","Christine Winger","ILL16","IL","16","L"
"Bill Mitchell","Christine Winger","ILL16","IL","16","L"
"Peter Breen","Christine Winger","ILL16","IL","16","L"
"Terri Bryant","Christine Winger","ILL16","IL","16","L"
"Lou Lang","Christine Winger","ILL16","IL","16","L"
"Jeanne Ives","Mike Fortner","ILL16","IL","16","L"
"Anthony DeLuca","Mike Fortner","ILL16","IL","16","L"
"Jaime Andrade","Mike Fortner","ILL16","IL","16","L"
"Christopher Davidsmeyer","Raymond Poe","ILL16","IL","16","L"
"Charles Meier","Raymond Poe","ILL16","IL","16","L"
"Peter Breen","Raymond Poe","ILL16","IL","16","L"
"Sue Scherer","Raymond Poe","ILL16","IL","16","L"
"Mark Batinick","Raymond Poe","ILL16","IL","16","L"
"David Reis","Raymond Poe","ILL16","IL","16","L"
"Scott Drury","Michael Madigan","ILL16","IL","16","L"
"Michelle Mussman","Michael Madigan","ILL16","IL","16","L"
"Christopher Davidsmeyer","Jim Durkin","ILL16","IL","16","L"
"Michael Zalewski","Jim Durkin","ILL16","IL","16","L"
"Jeanne Ives","Robert Rita","ILL16","IL","16","L"
"Robert Rita","Edward Acevedo","ILL16","IL","16","L"
"Elgie Sims","Edward Acevedo","ILL16","IL","16","L"
"Peter Breen","Dan Brady","ILL16","IL","16","L"
"Margo McDermed","Dan Brady","ILL16","IL","16","L"
"John Anthony","Dan Brady","ILL16","IL","16","L"
"Mike Fortner","John Cavaletto","ILL16","IL","16","L"
"Charles Meier","John Cavaletto","ILL16","IL","16","L"
"Kenneth Dunkin","John Cavaletto","ILL16","IL","16","L"
"Peter Breen","John Cavaletto","ILL16","IL","16","L"
"John Cavaletto","Randy Frese","ILL16","IL","16","L"
"Terri Bryant","Randy Frese","ILL16","IL","16","L"
"Christopher Davidsmeyer","Keith Sommer","ILL16","IL","16","L"
"Charles Meier","Keith Sommer","ILL16","IL","16","L"
"Robert Rita","William Davis","ILL16","IL","16","L"
"Andrew Skoog","William Davis","ILL16","IL","16","L"
"Dwight Kay","William Davis","ILL16","IL","16","L"
"Linda Chapa LaVia","William Davis","ILL16","IL","16","L"
"Camille Lilly","William Davis","ILL16","IL","16","L"
"Pamela Reaves-Harris","William Davis","ILL16","IL","16","L"
"Greg Harris","William Davis","ILL16","IL","16","L"
"David Leitch","William Davis","ILL16","IL","16","L"
"John Cavaletto","Kelly Burke","ILL16","IL","16","L"
"Elaine Nekritz","Kelly Burke","ILL16","IL","16","L"
"Robert Pritchard","Kelly Burke","ILL16","IL","16","L"
"Dan Brady","Donald Moffitt","ILL16","IL","16","L"
"Randy Frese","Donald Moffitt","ILL16","IL","16","L"
"Michael Unes","Donald Moffitt","ILL16","IL","16","L"
"Elaine Nekritz","Donald Moffitt","ILL16","IL","16","L"
"Mark Batinick","Donald Moffitt","ILL16","IL","16","L"
"Christine Winger","John Bradley","ILL16","IL","16","L"
"Jay Hoffman","John Bradley","ILL16","IL","16","L"
"Stephanie Kifowit","John Bradley","ILL16","IL","16","L"
"Ed Sullivan","Kelly Cassidy","ILL16","IL","16","L"
"Andrew Skoog","Kelly Cassidy","ILL16","IL","16","L"
"Lou Lang","Kelly Cassidy","ILL16","IL","16","L"
"Ann Williams","Kelly Cassidy","ILL16","IL","16","L"
"Robert Rita","Michael Unes","ILL16","IL","16","L"
"Donald Moffitt","Michael Unes","ILL16","IL","16","L"
"Bill Mitchell","Michael Unes","ILL16","IL","16","L"
"Adam Brown","Michael Unes","ILL16","IL","16","L"
"Sara Wojcicki Jimenez","Michael Unes","ILL16","IL","16","L"
"Peter Breen","Michael Unes","ILL16","IL","16","L"
"Mark Batinick","Michael Unes","ILL16","IL","16","L"
"David Reis","Michael Unes","ILL16","IL","16","L"
"John Cabello","Michael Unes","ILL16","IL","16","L"
"Kelly Burke","Christopher Davidsmeyer","ILL16","IL","16","L"
"Reginald Phillips","Christopher Davidsmeyer","ILL16","IL","16","L"
"Al Riley","Christopher Davidsmeyer","ILL16","IL","16","L"
"Peter Breen","Christopher Davidsmeyer","ILL16","IL","16","L"
"Elgie Sims","Daniel Burke","ILL16","IL","16","L"
"Andre Thapedi","Daniel Burke","ILL16","IL","16","L"
"Michael Tryon","Daniel Burke","ILL16","IL","16","L"
"Christopher Davidsmeyer","Marcus Evans","ILL16","IL","16","L"
"Jeanne Ives","Marcus Evans","ILL16","IL","16","L"
"Elaine Nekritz","Esther Golar","ILL16","IL","16","L"
"Mike Smiddy","Esther Golar","ILL16","IL","16","L"
"Linda Chapa LaVia","Esther Golar","ILL16","IL","16","L"
"Robyn Gabel","Esther Golar","ILL16","IL","16","L"
"LaShawn Ford","Esther Golar","ILL16","IL","16","L"
"Emanuel Welch","Esther Golar","ILL16","IL","16","L"
"Donald Moffitt","Jay Hoffman","ILL16","IL","16","L"
"Charles Meier","Jay Hoffman","ILL16","IL","16","L"
"Dwight Kay","Jay Hoffman","ILL16","IL","16","L"
"Frances Hurley","Jay Hoffman","ILL16","IL","16","L"
"Ann Williams","Jay Hoffman","ILL16","IL","16","L"
"William Davis","Thomas Bennett","ILL16","IL","16","L"
"Charles Meier","Thomas Bennett","ILL16","IL","16","L"
"Mary Flowers","Thomas Bennett","ILL16","IL","16","L"
"Marcus Evans","Reginald Phillips","ILL16","IL","16","L"
"Kenneth Dunkin","Reginald Phillips","ILL16","IL","16","L"
"Michael Tryon","Reginald Phillips","ILL16","IL","16","L"
"Frances Hurley","Reginald Phillips","ILL16","IL","16","L"
"Dan Brady","Katherine Cloonen","ILL16","IL","16","L"
"Thomas Bennett","Katherine Cloonen","ILL16","IL","16","L"
"Mike Smiddy","Katherine Cloonen","ILL16","IL","16","L"
"David Reis","Katherine Cloonen","ILL16","IL","16","L"
"Silvana Tabares","Katherine Cloonen","ILL16","IL","16","L"
"Jaime Andrade","Fred Crespo","ILL16","IL","16","L"
"Jehan Gordon","Chad Hays","ILL16","IL","16","L"
"Deborah Conroy","Elaine Nekritz","ILL16","IL","16","L"
"Martin Moylan","Elaine Nekritz","ILL16","IL","16","L"
"Linda Chapa LaVia","Elaine Nekritz","ILL16","IL","16","L"
"Greg Harris","Elaine Nekritz","ILL16","IL","16","L"
"David Harris","Elaine Nekritz","ILL16","IL","16","L"
"Michael Tryon","Barbara Currie","ILL16","IL","16","L"
"Marcus Evans","Michael Zalewski","ILL16","IL","16","L"
"Thomas Bennett","Michael Zalewski","ILL16","IL","16","L"
"Mike Smiddy","Michael Zalewski","ILL16","IL","16","L"
"Sam Yingling","Michael Zalewski","ILL16","IL","16","L"
"Pamela Reaves-Harris","Michael Zalewski","ILL16","IL","16","L"
"Christian Mitchell","Michael Zalewski","ILL16","IL","16","L"
"Kelly Cassidy","Jehan Gordon","ILL16","IL","16","L"
"Thomas Bennett","Jehan Gordon","ILL16","IL","16","L"
